Speaker name,Category/topic tags,State,Notes
Ben Huh,Business; Entrepreneurs; Inspirational & Motivational; Keynote; Science; TED,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founder & CEO of Cheezburger, Inc."
Ben Judah,Finance & Markets; International Affairs & Security; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Investigative journalist and foreign policy expert"
Ben Legg,"AI - Emerging Tech; Business & Leadership; Entertainment; Government & Politics; Inspirational & Motivational; Marketing - Communications; Military; Politics, Government & Global Affairs; Technology, Innovation & Science; Workplace innovation",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Pragmatic Business Leader, Engineer, and Author"
Ben Lucas,Business; Entrepreneurs; Finance & Markets; Government & Politics; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Expert on the Future of Cities"
Ben Nemtin,"Business; Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Resilience, Wellbeing & Happiness; TED",Americas > Canada,"Speaking fee: $15,000 | Gender: Male | Site tagline: #1 NY Times Bestselling Author &  Co-Founder of The Buried Life Movement"
Ben Page,Business; Business & Leadership; Entrepreneurs; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: World renowned social researcher & former CEO of Ipsos"
Ben Rawlence,"Education - Policy & Practice; Environment & Sustainability; Society, Culture & Education; Sustainability - Environment",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Sustainability activist and award-winning author"
Ben Rein,"Health & Wellbeing; Longevity & Lifespan; Neuroscience; Resilience, Wellbeing & Happiness; Science; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Neuroscientist, science communicator, Adjunct Lecturer at Stanford"
Ben Ryan,"Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Resilience, Wellbeing & Happiness; Sports & Olympics; Workplace innovation",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Olympic Gold-Winning Coach"
Ben Saunders,Inspirational & Motivational; Keynote; Leadership; Sports & Olympics; TED,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Explorer & Motivational speaker"
Ben Stein,"Business; Business & Leadership; Economic & Financial Affairs; Entertainment; Entrepreneurs; Finance & Markets; Government & Politics; Inspirational & Motivational; Keynote; Leadership; Philanthropy & Ethics; Politics, Government & Global Affairs; Society, Culture & Education",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Popular Cultural Commentator"
Ben Timberlake,"Entertainment; Health & Wellbeing; Neuroscience; Resilience, Wellbeing & Happiness; Sports & Olympics; Technology, Innovation & Science",Europe > UK; Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Author of ""High Risk: A True Story of the SAS, Drugs and other Bad Behaviour"""
Ben Utecht,"Business; Business & Leadership; Entertainment; Entrepreneurs; Health & Wellbeing; Inspirational & Motivational; Leadership; Resilience, Wellbeing & Happiness; Sports & Olympics",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Super Bowl Champion, Chief Culture Officer, World-Class Culture Leader & Global Keynote Speaker"
Ben Voyer,Business; Business & Leadership; Economic & Financial Affairs; Entertainment; Finance & Markets; Health & Wellbeing; Inspirational & Motivational; Leadership; Luxury; Marketing - Communications; Psychology; TED; Workplace innovation,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Cartier Chaired Professor of Behavioural Science"
Ben Wallace,"Business & Leadership; Government & Politics; International Affairs & Security; Leadership; Military; Politics, Government & Global Affairs; Iran & Global Impact",Europe > UK > London,"Speaking fee: $15,000 | Gender: Male | Site tagline: Expert in national and international security"
Ben Williams,Inspirational & Motivational; International Affairs & Security; Military; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Royal Marine Commando"
Benedetto Conversano,"AI - Emerging Tech; Business; Business & Leadership; Cyber Security; Leadership; Technology Ethics - Regulation; Technology, Innovation & Science; Workplace innovation",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Global CIO & AI Transformation Leader"
Benedict Allen,Inspirational & Motivational; Keynote; Leadership; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Prominent British explorer"
Benedict Evans,"AI - Emerging Tech; Science; Technology, Innovation & Science",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Leading technology analyst on AI, mobile and digital media"
Benedict Macdonald,Leadership; Sustainability - Environment,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Conservationist, author & wildlife filmmaker"
Benedikt Franke,Geopolitics; Government & Politics; International Affairs & Security; Leadership,Europe > Germany,"Speaking fee: $15,000 | Gender: Male | Site tagline: Co-Founder and CEO of the Munich Security Conference Foundation"
Bernard Chan,"Business; Business & Leadership; Economic & Financial Affairs; Finance & Markets; Government & Politics; Leadership; Politics, Government & Global Affairs; US–China Relations",Asia > Hong Kong,"Speaking fee: $15,000 | Gender: Male | Site tagline: Business Leader & Expert on Hong Kong, China and Asian Markets"
Bernard Hogan-Howe,Government & Politics; Inspirational & Motivational; International Affairs & Security; Keynote,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Commissioner of the Metropolitan Police (2011-2017)"
Bernard Kouchner,"International Affairs & Security; Keynote; Nobel Laureates; Philanthropy & Ethics; Politics, Government & Global Affairs; Society, Culture & Education",Europe > France,"Speaking fee: $15,000 | Gender: Male | Site tagline: Renowned Humanitarian Activist & Diplomat"
Bernhard Kerres,"Business; Entrepreneurs; History, Arts & Literary; Keynote; Leadership; Science; TED",Europe > Austria,"Speaking fee: $15,000 | Gender: Male | Site tagline: Expert Speaker on Music & Management"
Bernie Collins,"Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Inspirational & Motivational; Keynote; Leadership; Media; Moderators & Chairpersons; Society, Culture & Education; Sports & Olympics; Technology, Innovation & Science; Workplace innovation",Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: F1 Race Strategy Authority"
Bertalan Meskó,"AI - Emerging Tech; Health & Wellbeing; Healthcare; Keynote; Science; Technology, Innovation & Science",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Futurist Researcher, Founding Director of The Medical Futurist Institute"
Bertrand Piccard,"Energy; Entertainment; Environment & Sustainability; Keynote; Philanthropy & Ethics; Science; Society, Culture & Education; Sports & Olympics; Sustainability - Environment; Technology, Innovation & Science; Energy Transition",Europe > Switzerland,"Speaking fee: $15,000 | Gender: Male | Site tagline: An 'Inspioneer' - showing how innovation and exploration can tackle the main challenges of our time"
Beth Amber,"Business; Business & Leadership; Entertainment; Environment & Sustainability; Health & Wellbeing; Inspirational & Motivational; Resilience, Wellbeing & Happiness; Sports & Olympics; Sustainability - Environment",Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: World Record-Breaking Atlantic Ocean Rower & Sustainability Consultant"
Beth Myers,"Government & Politics; Keynote; Politics, Government & Global Affairs",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Chief Strategist, Romney Presidential Campaign"
Beth Rigby,"Economic & Financial Affairs; Finance & Markets; Government & Politics; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Political Editor at Sky News and Award-Winning British Journalist"
Bethann Hardison,"After Dinner; Diversity, Inclusion & Gender Equality; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Resilience, Wellbeing & Happiness; Society, Culture & Education",Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: Former model, activist, and entrepreneur"
Bethany Allen,"Business; Business & Leadership; Demographics & Population; Geopolitics; Politics, Government & Global Affairs",Global,"Speaking fee: $15,000 | Exclusive | Gender: Female | Site tagline: Head of China Investigations & Analysis at the Australian Strategic Policy Institute"
Bethany Hamilton,Inspirational & Motivational; Keynote; Leadership; Sports & Olympics,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Shark attack survivor"
Bethenny Frankel,"Business; Business & Leadership; Entertainment; Entrepreneurs; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Resilience, Wellbeing & Happiness",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Self-made businessperson, TV producer, multiple New York Times bestselling author, and mother"
Bettany Hughes,"After Dinner; History, Arts & Literary; Moderators & Chairpersons",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Historian and Broadcaster"
Bettina Warburg,Entrepreneurs; Keynote; Science,Europe > Germany; Europe > UK; Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Expert on Web3, blockchain & emerging technologies"
Bettina Wassener,Business; International Affairs & Security; Moderators & Chairpersons,Asia > Hong Kong,"Speaking fee: $15,000 | Gender: Female | Site tagline: Leading Moderator on Asian Affairs"
Betty Adamou,Business; Sports & Olympics; Technology Ethics - Regulation,Europe > UK > London,"Speaking fee: $15,000 | Gender: Female | Site tagline: Inventor of ResearchGames™ and Founder of Research Through Gaming"
Beverly Alimo-Metcalfe,"Business; Business & Leadership; Diversity, Inclusion & Gender Equality; Health & Wellbeing; Leadership; Psychology; Society, Culture & Education",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Emeritus Professor of Leadership Studies, University of Leeds"
Beverly Bond,"Diversity, Inclusion & Gender Equality; Inspirational & Motivational; Keynote; Leadership",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Founder & CEO of Black Girls Rock!"
Bianca Best,"Business; Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Entrepreneurs; Health & Wellbeing; Inspirational & Motivational; Leadership; Marketing - Communications; Neuroscience; Psychology; Resilience, Wellbeing & Happiness; Society, Culture & Education; Technology, Innovation & Science; Workplace innovation",Europe > UK > London,"Speaking fee: $15,000 | Exclusive | Gender: Female | Site tagline: Two-Time Best-Selling Author & Energy-SCAPE™ Leadership Innovator"
Bianca Miller-Cole,Business; Entrepreneurs; Inspirational & Motivational; Keynote; Leadership,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Personal Brand Expert and Business Coach & Mentor,
Founder of ""The Be Group"" and ""Bianca Miller London"",
Bestselling author of ""Self Made"" and ""The Business Survival Kit"""
Bilahari Kausikan,"APAC; Globalization; Government & Politics; International Affairs & Security; Politics, Government & Global Affairs",Asia > Singapore,"Speaking fee: $15,000 | Gender: Male | Site tagline: Singapore's Ambassador-At-Large"
Bill Benjamin,Business & Leadership; Entertainment; Inspirational & Motivational; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Performance and Leadership Expert"
Bill Browder,"Business; Finance & Markets; Fraud, Corruption and Corporate Crime; Government & Politics; Keynote",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: British based Financier, Political Activist & Author"
Bill Emmott,"Economic & Financial Affairs; Finance & Markets; Geopolitics; Government & Politics; International Affairs & Security; Politics, Government & Global Affairs",Europe > Italy; Asia > Japan; Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Informed insights on geopolitics and geoeconomics."
Bill Gifford,"Entertainment; Health & Wellbeing; Inspirational & Motivational; Longevity & Lifespan; Science; Technology, Innovation & Science",USA,"Speaking fee: $15,000 | Gender: Male | Site tagline: Bestselling Author & Expert on Longevity, Health and Human Performance"
Bill Hayton,"Economic & Financial Affairs; Finance & Markets; Government & Politics; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Geopolitics Expert of Southeast Asia"
Bill Kramer,"Business; Business & Leadership; Entertainment; Leadership; Media; Philanthropy & Ethics; Society, Culture & Education",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: CEO, Academy of Motion Picture Arts and Sciences"
Bill Persky,"After Dinner; History, Arts & Literary; Keynote; Moderators & Chairpersons",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Emmy Award-Winning Writer, Director & Producer"
Bill Rancic,Business; Entrepreneurs; Inspirational & Motivational; Leadership; Moderators & Chairpersons,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Entrepreneur, Award-Winning Author, Motivational Speaker & Media Personality"
Bill Taylor,Business; Entrepreneurs; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Co-founder, Fast Company"
Bill von Hippel,"After Dinner; Diversity, Inclusion & Gender Equality; Entertainment; Health & Wellbeing; Keynote; Psychology; Resilience, Wellbeing & Happiness; Society, Culture & Education",Oceania > Australia,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Professor of Psychology & author of 'The Social Paradox'"
Bill Walshe,Business; Business & Leadership; Keynote; Leadership; Luxury; Marketing - Communications; Workplace innovation,Europe > Ireland; Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Global Head of Operations, Sphere Entertainment"
Billy Harris,"History, Arts & Literary",Europe > UK > London,"Speaking fee: $15,000 | Gender: Male | Site tagline: Professional actor"
Bim Afolami,"Business; Business & Leadership; Economic & Financial Affairs; Finance & Markets; Government & Politics; International Affairs & Security; Leadership; Politics, Government & Global Affairs",Europe > UK > London,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Former UK Economic Secretary to the Treasury and City Minister now turned HSBC board director, offering insight into global finance and economic strategy"
Bimal Jalan,Finance & Markets; Keynote,Asia > India,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Governor, Reserve Bank of India"
Bindi Karia,"Business; Diversity, Inclusion & Gender Equality; Entrepreneurs; Leadership; Science",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: One of the most influential figures on the European tech scene"
Binna Kandola,"Business; Business & Leadership; Diversity, Inclusion & Gender Equality; Keynote; Society, Culture & Education",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Leading Business Psychologist"
Birgit Vallmüür,"Business; Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Environment & Sustainability; ESG; Moderators & Chairpersons; Philanthropy & Ethics; Society, Culture & Education; Sustainability - Environment",Europe > UK,"Speaking fee: $15,000 | Exclusive | Gender: Female | Site tagline: Expert on sustainable leadership"
Birke Baehr,Energy; Inspirational & Motivational; Keynote; Leadership; Sustainability - Environment; TED,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Advocate for sustainable food and agriculture"
Bisila Bokoko,"Business; Diversity, Inclusion & Gender Equality; Entrepreneurs; Finance & Markets; Government & Politics; Inspirational & Motivational; Leadership",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: International Trade Specialist"
Biz Stone,Business; Entrepreneurs; Keynote; Philanthropy & Ethics; Science,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Co-Founder & Creative Director, Twitter"
BJ Fogg,"Health & Wellbeing; Healthcare; Keynote; Neuroscience; Psychology; Science; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Stanford Behavior Scientist  & NY Times Best-Selling Author"
Bjørn Lomborg,Economic & Financial Affairs; Entertainment; Environment & Sustainability; ESG; Finance & Markets; Global Health; Health & Wellbeing; Keynote; Sustainability - Environment; TED,Europe > Denmark,"Speaking fee: $15,000 | Gender: Male | Site tagline: Renowned Environmentalist & Author"
Blaire Palmer,"AI - Emerging Tech; Business; Business & Leadership; Keynote; Leadership; Technology, Innovation & Science",Global,"Speaking fee: $15,000 | Gender: Female | Site tagline: Leadership Futurist & Workplace Transformation Expert"
Blake Mycoskie,Business; Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founder, TOMS and ENOUGH"
Bo Lundgren,Government & Politics; Keynote,Europe > Sweden,"Speaking fee: $15,000 | Gender: Male | Site tagline: Director General, Swedish National Debt Office"
Bob Geldof,"Business & Leadership; Entertainment; Global Health; Health & Wellbeing; History, Arts & Literary; Inspirational & Motivational; Keynote; Leadership; Philanthropy & Ethics; Society, Culture & Education",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Renowned Musician & Anti-Poverty Campaigner"
Bob Kerslake,"Economic & Financial Affairs; Finance & Markets; Government & Politics; Politics, Government & Global Affairs",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: British senior civil servant"
Bob Rotella,"Business & Leadership; Entertainment; Health & Wellbeing; Healthcare; Inspirational & Motivational; Keynote; Leadership; Psychology; Resilience, Wellbeing & Happiness; Sports & Olympics",USA,"Speaking fee: $15,000 | Gender: Male | Site tagline: Sports Psychologist, Performance Coach &  Motivational Speaker"
Bob Sutton,Inspirational & Motivational; Keynote; Leadership,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Professor of Management Science and Engineering, Stanford"
Bob Woodward,"Government & Politics; History, Arts & Literary; Keynote; Leadership; TED",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Legendary Pulitzer Prize-Winning Investigative Journalist & Author of 23 Bestsellers"
Bobby Jones,Business; Entrepreneurs; Inspirational & Motivational; Keynote; Leadership; Workplace innovation,Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Purpose-Driven Leadership Expert,  Bestselling Author & Entrepreneur"
Bobo Lo,Geopolitics; International Affairs & Security,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Russian & China Foreign Policy Specialist"
Bonita Norris,"Entertainment; Health & Wellbeing; Inspirational & Motivational; Resilience, Wellbeing & Happiness; Sports & Olympics",Europe > UK > London,"Speaking fee: $15,000 | Gender: Female | Site tagline: Record-breaking mountaineer"
Bonnie Chan Woo,"Diversity, Inclusion & Gender Equality; Entrepreneurs; Marketing - Communications",Asia > Hong Kong,"Speaking fee: $15,000 | Gender: Female | Site tagline: CEO at Complex China and CEO at Icicle Group"
Bonnie Glaser,"Government & Politics; International Affairs & Security; Keynote; Politics, Government & Global Affairs",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Expert on Chinese Foreign Policy
- Director of the Asia Program at the German Marshall Fund."
Boris Nordenström,Business; Entrepreneurs; Keynote; Science,Europe > Sweden,"Speaking fee: $15,000 | Gender: Male | Site tagline: Swedish Start-up Guru"
Boris Tadić,"Government & Politics; Politics, Government & Global Affairs",Europe > Serbia,"Speaking fee: $15,000 | Gender: Male | Site tagline: Ex-President of Serbia"
Bowen Zhou,AI - Emerging Tech; Business; Science,Asia > China,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former Research Staff Member at IBM"
Boyan Slat,Entrepreneurs; Inspirational & Motivational; Sustainability - Environment,Europe > Netherlands,"Speaking fee: $15,000 | Gender: Male | Site tagline: Founder of The Ocean Cleanup"
Bozoma Saint John,"Business; Diversity, Inclusion & Gender Equality; Inspirational & Motivational; Keynote; Marketing - Communications; TED",Global,"Speaking fee: $15,000 | Site tagline: Hall of Fame inducted Marketing Executive and #1 Most Influential CMO in the World - Forbes (2021),
Former Chief Marketing Officer - Netflix, Endeavor, Uber and Apple,
Founder and Curator - The Badass Workshop"
Brad Meltzer,"Business & Leadership; Entertainment; History, Arts & Literary; Inspirational & Motivational; Keynote; Leadership; Society, Culture & Education; TED",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Author of Multiple Best-Selling Books"
Brad Setser,"Economic & Financial Affairs; Global Trade & Tariffs; Government & Politics; International Affairs & Security; Politics, Government & Global Affairs; US–China Relations",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Senior Fellow, Council on Foreign Relations & Global Trade Expert"
Brad Sherwood,"After Dinner; Entertainment; Health & Wellbeing; Keynote; Resilience, Wellbeing & Happiness",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: ""Whose Line Is It Anyway?"" cast member (1992 - 2020),
One-half of ""Colin & Brad"" comedic duo"
Brad Stone,"Business & Leadership; Entrepreneurs; Keynote; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: American journalist and New York Times best selling author"
Brad Templeton,"Business; Business & Leadership; Entrepreneurs; Keynote; Science; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Software Architect & Consultant on Self-driving Cars"
Bradley Hope,"Fraud, Corruption and Corporate Crime; History, Arts & Literary; International Affairs & Security",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Co-Author, New York Times bestseller 'Billion Dollar Whale'"
Bradley Scanes,"Entertainment; Health & Wellbeing; Inspirational & Motivational; Resilience, Wellbeing & Happiness; Sports & Olympics",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: High performance coach & physiotherapist"
Brant Menswar,Business & Leadership; Entertainment; Inspirational & Motivational; Leadership; Workplace innovation,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Award-Winning Recording Artist, Best-Selling Author, “Moment” Builder"
Braulio Arsuaga Losada,Business; Business & Leadership; Entrepreneurs; Keynote; Leadership,Mexico,"Speaking fee: $15,000 | Gender: Male | Site tagline: CEO at Grupo Presidente, Former Shark on Shark Tank México"
Brenda Jin,Keynote; Leadership; Science,Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Entrepreneur & Former Software Engineer at Slack & Macys.com"
Brendan Hall,"After Dinner; Business & Leadership; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Resilience, Wellbeing & Happiness; Sports & Olympics",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Winning skipper of an around the world yacht race"
Brendan Simms,"History, Arts & Literary; Society, Culture & Education",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: International Relations Professor"
Brent Gleeson,"Business; Business & Leadership; Entertainment; Entrepreneurs; Health & Wellbeing; Inspirational & Motivational; Leadership; Military; Politics, Government & Global Affairs; Resilience, Wellbeing & Happiness",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Navy SEAL Combat Veteran"
Brent Hoberman,Business; Entrepreneurs; Keynote; Science,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Co-founder of lastminute.com"
Brent Hoberman,"Business; Business & Leadership; Entrepreneurs; Leadership; Technology, Innovation & Science",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Co-Founder of Founders Factory & Expert on Startups, Innovation and Venture Building"
Bret Easton Ellis,"History, Arts & Literary; Keynote; Moderators & Chairpersons",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Internationally Acclaimed Best-Selling Author"
Brett Bruen,Business; Globalization; Government & Politics; International Affairs & Security; Science,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Expert in Strategic and Crisis Communications"
Brett Connellan,"Entertainment; Health & Wellbeing; Inspirational & Motivational; Resilience, Wellbeing & Happiness; Sports & Olympics",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Shark attack survivor and motivational speaker"
Brett King,Finance & Markets; Keynote,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: World's Foremost Expert on Retail Banking Innovation"
Brian Buffini,Entrepreneurs; Keynote,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Member of the board of directors for the Ireland Funds and the National Association of Realtors"
Brian Cox,Keynote; Science; Space Travel & Tourism; TED,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Popular Scientist, TV Presenter and Best-selling Author"
Brian Evergreen,"AI - Emerging Tech; Science; Technology, Innovation & Science",Americas,"Speaking fee: $15,000 | Exclusive | Gender: Male | Site tagline: Former AI Strategy Lead for Microsoft US"
Brian Forde,"Business; Business & Leadership; Diversity, Inclusion & Gender Equality; Entrepreneurs; Government & Politics; Keynote; Leadership; Politics, Government & Global Affairs; Science; Society, Culture & Education; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Director of Digital Currency, MIT Media Lab"
Brian Glibkowski,Business; TED,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: CEO of Semplar Science Corp and author of ""Answer Intelligence: Raise Your AQ"""
Brian Little,Inspirational & Motivational,Americas > Canada; Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Psychology and Personality Expert"
Brian McBride,AI - Emerging Tech; Entrepreneurs; Leadership; Workplace innovation,Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: A global digital, retail and leadership legend"
Brian Merchant,AI - Emerging Tech; Science,Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Journalist in Residence, AI Now Institute"
Brian Moore,After Dinner; Inspirational & Motivational; Keynote; Leadership; Moderators & Chairpersons; Sports & Olympics,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Former England Rugby Star"
Brian Muirhead,Science; Space Travel & Tourism,Europe > UK; Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Vastly experienced innovator and leader at NASA and JPL"
Brian Solis,"AI - Emerging Tech; Business; Business & Leadership; Science; Technology, Innovation & Science",Americas > US,"Speaking fee: $15,000 | Gender: Male | Site tagline: Futurist & Digital Anthropologist on AI, Innovation and the Future"
Brian Wong,Business; Entrepreneurs,Americas > Canada,"Speaking fee: $15,000 | Gender: Male | Site tagline: Co-founder and CEO of Kiip, a leading mobile rewards platform."
Briana Scurry,"Business & Leadership; Diversity, Inclusion & Gender Equality; Entertainment; Health & Wellbeing; Inspirational & Motivational; Keynote; Leadership; Society, Culture & Education; Sports & Olympics",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Two-Time Olympic Gold Medalist & World Cup Champion"
Bridget Kendall,Government & Politics; International Affairs & Security; Moderators & Chairpersons,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: BBC Correspondent and Russia Expert"
Brittany Hodak,"Business; Diversity, Inclusion & Gender Equality; Entrepreneurs; Keynote; Leadership; Marketing - Communications",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Customer Experience Expert & Author of Creating Superfans"
Brittany Packnett,"Diversity, Inclusion & Gender Equality; Inspirational & Motivational; Keynote; TED",Americas > US,"Speaking fee: $15,000 | Gender: Female | Site tagline: Black Lives Matter Activist"
Bronwen Maddox,"Entertainment; Geopolitics; Government & Politics; International Affairs & Security; Moderators & Chairpersons; Politics, Government & Global Affairs; Iran & Global Impact",Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Director and CEO, Chatham House"
Bronwyn Curtis,Business; Finance & Markets; Keynote; Moderators & Chairpersons,Europe > UK,"Speaking fee: $15,000 | Gender: Female | Site tagline: Leading global financial markets economist"
Bruce Daisley,"Business & Leadership; Health & Wellbeing; Keynote; Resilience, Wellbeing & Happiness; Science; Technology, Innovation & Science; Workplace innovation",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Ex Twitter (X) VP and Author of ""The Joy of Work"" & ""Fortitude: Unlocking the Secrets of Inner Strength"""
Bruce Dickinson,"Business; Business & Leadership; Entertainment; History, Arts & Literary; Society, Culture & Education; Sports & Olympics",Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Author of Sunday Times #1 bestseller and lead singer of Iron Maiden"
Bruce Hood,Keynote; Science,Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Award-winning Experimental Psychologist"
Bruce Whitfield,Business; Business & Leadership; Entertainment; Entrepreneurs; Inspirational & Motivational; Leadership; Moderators & Chairpersons; Workplace innovation,Global,"Speaking fee: $15,000 | Gender: Male | Site tagline: Journalist, author and keynote speaker on business, politics and society"
Bruno Frey,Finance & Markets; Inspirational & Motivational; Keynote,Europe > Germany; Europe > Switzerland; Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Leading Expert on the Economics of Happiness & Motivation"
Bruno Imbrizi,"History, Arts & Literary; Keynote; Science",Europe > UK,"Speaking fee: $15,000 | Gender: Male | Site tagline: Visual Developer"
